Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,Positioning,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,5G bands,Dual,,_1,Triple,Features_1,SAR EU,256GB 8GB RAM,Models,128GB 6GB RAM,64GB 4GB RAM,128GB 8GB RAM,128GB 4GB RAM,Quad,Performance,Display,Camera,Loudspeaker_1,Battery (old),Build,Audio quality,SAR,Phonebook,Call records,Messaging,Games,Java,GPRS,EDGE,Protection,32GB 3GB RAM,Stand-by,Talk time,Browser,Music play
Nokia,Nokia C2-00,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-00.jpg,GSM,GSM 900 / 1800 - SIM 1,,,,"2010, June. Released 2011, July",Discontinued,"108 x 45 x 14.7 mm, 67.9 cc (4.25 x 1.77 x 0.58 in)",74.1 g (2.61 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),"64MB ROM, 16MB RAM",VGA,,QCIF@10fps,,,Yes,Yes,No,"2.1, EDR",No,,"Stereo FM radio, recording (selected markets)",microUSB,,Removable Li-Ion 1020 mAh battery (BL-5C),,"Dynamic Gray, Jet Black, Magenta, Dark Blue, Snow White",About 50 EUR,,,GSM 900 / 1800 - SIM 2,MP3/MP4/WMA/WAV/AAC+ player Organizer Voice memo Predictive text input,,,0.63 W/kg (head),,,,,,,,,,,Voice 73dB / Noise 68dB / Ring 73dB,,,Noise -83.2dB / Crosstalk -81.3dB,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",Class 12,Class 6 (Up to 177.6 kbps),,,Up to 460 h,Up to 5 h 40 min,WAP 2.0/xHTML,
Nokia,Nokia C1-02,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-02.jpg,GSM,GSM 900 / 1800,,,,"2010, June. Released 2011, January",Discontinued,"108 x 45 x 13.8 mm, 61 cc (4.25 x 1.77 x 0.54 in)",77.5 g (2.72 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),10MB 64MB ROM 16MB RAM,,,,,,Yes,Yes,No,"2.1, A2DP",No,,"Stereo FM radio, RDS, recording",microUSB,,Removable Li-Ion 1020 mAh battery (BL-5C) / 800 mAh battery (BL-5CB),,"Black, Dark Plum, Blue and Cool Grey",About 40 EUR,,,GSM 850 / 1900,MP3/WAV/WMA/AAC+ player Organizer Voice memo Predictive text input,,,1.13 W/kg (head),,,,,,,,,,,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.1",Class 10,No,,,Up to 504 h,Up to 10 h 40 min,WAP 2.0/xHTML,
Nokia,Nokia C1-01,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-01.jpg,GSM,GSM 900 / 1800,,,,"2010, June. Released 2010, December",Discontinued,"108 x 45 x 14 mm, 57 cc (4.25 x 1.77 x 0.55 in)",78.8 g (2.75 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),10MB 16MB RAM 64MB ROM,600 x 480,,128x96@10fps,,,Yes,Yes,No,"2.1, A2DP, EDR",No,,"Stereo FM radio, RDS, recording (selected markets)",microUSB 2.0,,Removable Li-Ion 800 mAh battery (BL-5CB),,"Dark Grey, Warm Grey, Red and Midnight Blue",About 50 EUR,,,GSM 850 / 1900,MP3/WAV/AAC+ player H.263 player Organizer Voice memo Predictive text input,,,1.13 W/kg (head),,,,,,,,,,,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",Class 10,No,,,Up to 504 h,Up to 10 h 40 min,"WAP 2.0/xHTML, HTML (Opera Mini)",
Nokia,Nokia C1-00,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-00.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"2010, June. Released 2010, September",Discontinued,"107.1 x 45 x 15 mm, 63 cc (4.22 x 1.77 x 0.59 in)",72.9 g (2.54 oz),"Dual SIM (Mini-SIM, no dual stand-by)","TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,,,,,,,Yes,Yes,No,No,No,,FM radio,No,,Removable Li-Ion 1020 mAh battery (BL-5C),,"Medium Blue, Red, Light Gray, Sea Green",About 30 EUR,,,Flashlight,Organizer Predictive text input,,,1.13 W/kg (head),,,,,,,,,,,,,,,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,No,No,,,Up to 1152 h,Up to 13 h,No,
Nokia,Nokia C21 Plus,https://fdn2.gsmarena.com/vv/bigpic/nokia-c21-plus-gray.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,LTE,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2022, February 28","Available. Released 2022, April 29",164.8 x 75.9 x 8.6 mm (6.49 x 2.99 x 0.34 in),178 g or 191 g (6.28 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.52 inches, 102.6 cm2 (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 11 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",5 MP,"LED flash, HDR, panorama",1080p@30fps,,720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",Li-Ion 4000/5050 mAh,10W wired,"Dark Cyan, Warm Gray",About 120 EUR,,"13 MP, (wide), AF 2 MP, (depth)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,eMMC 5.1,,LED flash,0.40 W/kg (head)     0.99 W/kg (body),,"TA-1433, TA-1431, TA-1426, TA-1424",,,,,,,,,,,"Glass front, aluminum frame, plastic back",,0.57 W/kg (head)     0.65 W/kg (body),,,,,,,,Scratch-resistant glass,,,,,
Nokia,Nokia C21,https://fdn2.gsmarena.com/vv/bigpic/nokia-c21-gray.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 - International,LTE,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2022, February 28","Available. Released 2022, May 03",169.9 x 77.9 x 8.8 mm (6.69 x 3.07 x 0.35 in),195 g (6.88 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.52 inches, 102.6 cm2 (~77.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 11 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",8 MP,"LED flash, HDR",720p@30fps,5 MP,720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Dark Blue, Warm Gray",About 70 EUR,,,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM, Brazil",eMMC 5.1,,LED flash,0.43 W/kg (head)     1.55 W/kg (body),,"TA-1356, TA-1352",,,,,,,,,,,"Glass front, aluminum frame, plastic back",,,,,,,,,,,,,,,
Nokia,Nokia 105+ (2022),https://fdn2.gsmarena.com/vv/bigpic/nokia-105-plus-2022.jpg,GSM,GSM 900 / 1800,,,,"2022, April 26","Available. Released 2022, April 26",115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in),72 g (2.54 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT LCD, 65K colors","1.77 inches, 9.7 cm2 (~16.9% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~113 ppi density)",,Mediatek MT6261D,,,microSDHC,"4MB, 4MB RAM",,,,,,Yes,Yes,No,No,No,No,Wireless FM radio,microUSB 1.1,,"Li-Ion 800 mAh, removable",,"Red, Charcoal",About 20 EUR,,,Flashlight,MP3 player,,,,,"TA-1447, TA-1456",,,,,,,,,,,,,,Yes,Yes,SMS,Yes,No,No,No,,,,,,
Nokia,Nokia 105 (2022),https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2022.jpg,GSM,GSM 900 / 1800,,,,"2022, April 26","Available. Released 2022, April 26",115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in),70 g (2.47 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT LCD, 65K colors","1.77 inches, 9.7 cm2 (~16.9% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~113 ppi density)",,Mediatek MT6261D,,,No,"4MB, 4MB RAM",,,,,,Yes,Yes,No,No,No,No,Wireless FM radio,microUSB 1.1,,"Li-Ion 800 mAh, removable",,"Blue, Charcoal",About 20 EUR,,,Flashlight,No,,,1.50 W/kg (head)     1.38 W/kg (body),,"TA-1464, TA-1435, TA-1203, TA-1174, TA-1037, TA-1010",,,,,,,,,,,,,1.20 W/kg (head)     0.79 W/kg (body),Yes,Yes,SMS,Yes,No,No,No,,,,,,
Nokia,Nokia C2 2nd Edition,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-2nd-edition-blue.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,LTE,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2022, February 28","Available. Released 2022, April 19",154 x 75.9 x 10 mm (6.06 x 2.99 x 0.39 in),180 g (6.35 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"5.7 inches, 83.8 cm2 (~71.7% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~188 ppi density)",Android 11 (Go edition),,Quad-core 1.5 GHz,,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 1GB RAM, 32GB 2GB RAM",5 MP,"LED flash, panorama",720p@30fps,2 MP,720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE",GPS,No,Wireless FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2400 mAh, removable",,"Dark Blue, Warm Gray",About 240 EUR,,,eMMC 5.1,,,LED flash,0.42 W/kg (head)     1.14 W/kg (body),,"TA-1468, TA-1454",,,,,,,,,,,"Glass front, plastic back, plastic frame",,0.52 W/kg (head)     0.68 W/kg (body),,,,,,,,,,,,,
Nokia,Nokia C30,https://fdn2.gsmarena.com/vv/bigpic/nokia-c30.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 - International,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2021, July 27","Available. Released 2021, October 12",177.7 x 79.1 x 9.9 mm (7.00 x 3.11 x 0.39 in),237 g (8.36 oz),Nano-SIM + Nano-SIM,IPS LCD,"6.82 inches, 112.3 cm2 (~79.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~257 ppi density)",Android 11 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",5 MP,LED flash,1080p@30fps,,Unspecified,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity",Li-Po 6000 mAh,10W wired,"Green, White, Dark Grey",About 100 EUR,,"13 MP, (wide) 2 MP, (depth)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,eMMC 5.1,,,0.41 W/kg (head)     1.29 W/kg (body),,"TA-1357, TA-1377, TA-1369, TA-1360, TA-1359",,,,,,,,,,,,,0.33 W/kg (head)     1.19 W/kg (body),,,,,,,,,,,,,
Nokia,Nokia C1 2nd Edition,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-2nd-edition.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2021, July 05","Available. Released 2021, August 27",148 x 71.8 x 9.3 mm (5.83 x 2.83 x 0.37 in),154 g (5.43 oz),Nano-SIM + Nano-SIM,TFT LCD,"5.45 inches, 76.7 cm2 (~72.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 11 (Go edition),Unisoc SC7731e,Quad-core 1.3 GHz Cortex-A7,Mali-400 MP2,microSDXC,16GB 1GB RAM,5 MP,LED flash,720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Blue, Purple",About 50 EUR,,,eMMC 5.1,,,LED flash,0.60 W/kg (head)     1.44 W/kg (body),,TA-1380,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia 105 4G,https://fdn2.gsmarena.com/vv/bigpic/nokia-105-4g.jpg,GSM / HSPA / LTE,GSM 900 / 1800,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,"1, 3, 5, 7, 8, 20 - KSA, EG, SSA, Rest of APAC","HSPA, LTE","2021, June 15","Available. Released 2021, July 15",121 x 50 x 14.5 mm (4.76 x 1.97 x 0.57 in),80.2 g (2.82 oz),Nano-SIMNano-SIM + Nano-SIM,"TFT LCD, 65K colors","1.8 inches, 10.0 cm2 (~16.6% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~111 ppi density)",,,,,No,48MB 128MB RAM,,,,,,Yes,Yes,No,No,No,No,Wireless FM radio,microUSB 2.0,,"Li-Ion 1020 mAh, removable",,"Black, Blue, Red",About 40 EUR,,,"HSDPA 850 / 900 / 2100 - APAC, EU, MENA, CN",MP3 player Readout assist,,,1.32 W/kg (head)     1.78 W/kg (body),,"TA-1393, TA-1385, TA-1381, TA-1378, TA-1375",,,,,,,,,,,,,1.32 W/kg (head)     1.35 W/kg (body),Yes,Yes,SMS,Yes,No,,,,,,,,
Nokia,Nokia C20 Plus,https://fdn2.gsmarena.com/vv/bigpic/nokia-c20-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 34, 38, 29, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2021, June 11","Available. Released 2021, June 16",165.4 x 75.9 x 9.4 mm (6.51 x 2.99 x 0.37 in),204.7 g (7.23 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.5 inches, 102.0 cm2 (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Android 11 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC,32GB 3GB RAM,5 MP,LED flash,720p@30fps,,720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 4950 mAh, removable",10W wired,"Ocean Blue, Graphite black",About 90 EUR,,"8 MP 2 MP, (depth)",eMMC 5.1,,,,,,"TA-1388, TA-1380",,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia G10,https://fdn2.gsmarena.com/vv/bigpic/nokia-g10.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 - ROW,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - ROW","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2021, April 08","Available. Released 2021, April 26",164.9 x 76 x 9.2 mm (6.49 x 2.99 x 0.36 in),194 g (6.84 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.52 inches, 102.6 cm2 (~81.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11, upgradable to Android 13",Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","8 MP, (wide)","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity",Li-Po 5050 mAh,10W wired,"Dusk, Night",About 110 EUR,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,eMMC 5.1,"13 MP, (wide), AF 2 MP, (macro) 2 MP, (depth)",,0.46 W/kg (head)     1.51 W/kg (body),,"TA-1334, TA-1351, TA-1346, TA-1338",,,,,,,,,,,,,1.06 W/kg (head)     1.51 W/kg (body),,,,,,,,,,,,,
Nokia,Nokia C20,https://fdn2.gsmarena.com/vv/bigpic/nokia-c20.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 - International,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2021, April 08","Available. Released 2021, June 06",169.9 x 77.9 x 8.8 mm (6.69 x 3.07 x 0.35 in),191 g (6.74 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.52 inches, 102.6 cm2 (~77.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 11 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM, 32GB 2GB RAM",5 MP,"LED flash, HDR",720p@30fps,5 MP,720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Sand, Dark Blue",About 80 EUR,,,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM, Brazil",eMMC 5.1,,LED flash,0.43 W/kg (head)     1.55 W/kg (body),,"TA-1339, TA-1348, TA-1352, TA-1356",,,,,,,,,,,,,0.74 W/kg (head)     1.16 W/kg (body),,,,,,,,,,,,,
Nokia,Nokia C10,https://fdn2.gsmarena.com/vv/bigpic/nokia-c10.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2021, April 08","Available. Released 2021, June 29",169.9 x 77.9 x 8.8 mm (6.69 x 3.07 x 0.35 in),191 g (6.74 oz),Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.52 inches, 102.6 cm2 (~77.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 11 (Go edition),Unisoc SC7331E (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400 MP2,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM, 32GB 1GB RAM, 32GB 2GB RAM","5 MP, f/2.2","LED flash, HDR",720p@30fps,"5 MP, f/2.2",720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Gray, Light Purple",About 80 EUR,,,eMMC 5.1,,,LED flash,0.36 W/kg (head)     1.44 W/kg (body),,TA-1342,,,,,,,,,,,,,,,,,,,,,Panda Glass,,,,,
Nokia,Nokia C1 Plus,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 - International, APAC","1, 3, 7, 8, 20, 28 - International","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, December 15","Available. Released 2021, January 29",149.1 x 71.2 x 8.8 mm (5.87 x 2.80 x 0.35 in),146 g (5.15 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~72.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 10 (Go edition),,Quad-core 1.4 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,5 MP,"LED flash, HDR",720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Blue, Red",About 70 EUR,,,HSDPA 850 / 1700(AWS) / 1900 / 900 - LATAM,eMMC 5.1,,"LED flash, HDR",,,TA-1312,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C2 Tennen,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-tennen.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,LTE,"HSPA 21.1/5.76 Mbps, LTE, Cat6 300/50 Mbps","2020, May 29","Available. Released 2020, June 15",150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180 g (6.35 oz),Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~70.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 10,Mediatek MT6761 Helio A22 (16 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,"16GB 2GB RAM, 32GB 2GB RAM",5 MP,"LED flash, HDR, panorama",1080p@30fps,,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,USB Type-C 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",10W wired,Steel,About 60 EUR,,"8 MP, AF 2 MP",eMMC 5.1,,,,,,,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C2 Tava,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-tava.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,LTE,"HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps","2020, May 29","Available. Released 2020, May 29",150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180 g (6.35 oz),Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~70.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 10,Mediatek MT6761 Helio A22 (16 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,"16GB 2GB RAM, 32GB 2GB RAM",5 MP,"LED flash, HDR, panorama",1080p@30fps,,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,USB Type-C 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",10W wired,Tempered Blue,About 100 EUR,,"8 MP, AF 2 MP",eMMC 5.1,,,,,,,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C2,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 - Africa, ME, APAC","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Africa, ME, APAC","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, March 16","Available. Released 2020, March 22",154.8 x 75.6 x 8.9 mm (6.09 x 2.98 x 0.35 in),161 g (5.68 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"5.7 inches, 83.8 cm2 (~71.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 9.0 Pie (Go edition),Unisoc (28 nm),Quad-core 1.4 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, f/2.2, AF","LED flash, HDR",720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2800 mAh, removable",,"Cyan, Black",,,,HSDPA 900 / 2100 - Saudi Arabia,eMMC 5.1,,LED flash,,,,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C1,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2019, December 11","Available. Released 2020, December 11",147.6 x 71.4 x 8.7 mm (5.81 x 2.81 x 0.34 in),155 g (5.47 oz),Nano-SIM + Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)",Android 9.0 Pie (Go edition),,Quad-core 1.3 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, f/2.4, AF",LED flash,720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Black, Red",About 50 EUR,,,eMMC 5.1,,,LED flash,0.40 W/kg (head)     1.30 W/kg (body),,TA-1165,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,Yes,,,,,
